Timestamp: 66251 ms, Roll: -3.10412 rad, Pitch: 0.382353 rad
Timestamp: 66261 ms, Roll: -3.0999 rad, Pitch: 0.376039 rad
Timestamp: 66271 ms, Roll: -3.10629 rad, Pitch: 0.377054 rad
Timestamp: 66281 ms, Roll: -3.0999 rad, Pitch: 0.376039 rad
Timestamp: 66291 ms, Roll: -3.10205 rad, Pitch: 0.380237 rad
Timestamp: 66301 ms, Roll: -3.0979 rad, Pitch: 0.378293 rad
Timestamp: 66311 ms, Roll: -3.09657 rad, Pitch: 0.389587 rad
Timestamp: 66321 ms, Roll: -3.0989 rad, Pitch: 0.388468 rad
Timestamp: 66331 ms, Roll: -3.09876 rad, Pitch: 0.39056 rad
Timestamp: 66341 ms, Roll: -3.09881 rad, Pitch: 0.390174 rad
Timestamp: 66351 ms, Roll: -3.10104 rad, Pitch: 0.383242 rad
Timestamp: 66361 ms, Roll: -3.09667 rad, Pitch: 0.386001 rad
Timestamp: 66371 ms, Roll: -3.10009 rad, Pitch: 0.382091 rad
Timestamp: 66381 ms, Roll: -3.09344 rad, Pitch: 0.386505 rad
Timestamp: 66391 ms, Roll: -3.10235 rad, Pitch: 0.383244 rad
Timestamp: 66401 ms, Roll: -3.09862 rad, Pitch: 0.386063 rad
Timestamp: 66411 ms, Roll: -3.09949 rad, Pitch: 0.386108 rad
Timestamp: 66421 ms, Roll: -3.10082 rad, Pitch: 0.383256 rad
Timestamp: 66431 ms, Roll: -3.09577 rad, Pitch: 0.379768 rad
Timestamp: 66441 ms, Roll: -3.10231 rad, Pitch: 0.385497 rad
Timestamp: 66451 ms, Roll: -3.09876 rad, Pitch: 0.388681 rad
Timestamp: 66461 ms, Roll: -3.09986 rad, Pitch: 0.392453 rad
Timestamp: 66471 ms, Roll: -3.09949 rad, Pitch: 0.393689 rad
Timestamp: 66481 ms, Roll: -3.09662 rad, Pitch: 0.388263 rad
Timestamp: 66491 ms, Roll: -3.09686 rad, Pitch: 0.386353 rad
Timestamp: 66501 ms, Roll: -3.09681 rad, Pitch: 0.390474 rad
Timestamp: 66511 ms, Roll: -3.09967 rad, Pitch: 0.394009 rad
Timestamp: 66521 ms, Roll: -3.09703 rad, Pitch: 0.402244 rad
Timestamp: 66531 ms, Roll: -3.10805 rad, Pitch: 0.396971 rad
Timestamp: 66541 ms, Roll: -3.10069 rad, Pitch: 0.388198 rad
Timestamp: 66551 ms, Roll: -3.10353 rad, Pitch: 0.374053 rad
Timestamp: 66561 ms, Roll: -3.09725 rad, Pitch: 0.369306 rad
Timestamp: 66571 ms, Roll: -3.09196 rad, Pitch: 0.36002 rad
Timestamp: 66581 ms, Roll: -3.09913 rad, Pitch: 0.369641 rad
Timestamp: 66591 ms, Roll: -3.0979 rad, Pitch: 0.368829 rad
Timestamp: 66601 ms, Roll: -3.10663 rad, Pitch: 0.370843 rad
Timestamp: 66611 ms, Roll: -3.10218 rad, Pitch: 0.362947 rad
Timestamp: 66621 ms, Roll: -3.0979 rad, Pitch: 0.361207 rad
Timestamp: 66631 ms, Roll: -3.09913 rad, Pitch: 0.351537 rad
Timestamp: 66641 ms, Roll: -3.10381 rad, Pitch: 0.355457 rad
Timestamp: 66651 ms, Roll: -3.09932 rad, Pitch: 0.359664 rad
Timestamp: 66661 ms, Roll: -3.10323 rad, Pitch: 0.366193 rad
Timestamp: 66671 ms, Roll: -3.09995 rad, Pitch: 0.359446 rad
Timestamp: 66681 ms, Roll: -3.10441 rad, Pitch: 0.347231 rad
Timestamp: 66691 ms, Roll: -3.09847 rad, Pitch: 0.342661 rad
Timestamp: 66701 ms, Roll: -3.10381 rad, Pitch: 0.338278 rad
Timestamp: 66711 ms, Roll: -3.10036 rad, Pitch: 0.338004 rad
Timestamp: 66721 ms, Roll: -3.10705 rad, Pitch: 0.325775 rad
Timestamp: 66731 ms, Roll: -3.10921 rad, Pitch: 0.314127 rad
Timestamp: 66741 ms, Roll: -3.10756 rad, Pitch: 0.29714 rad
Timestamp: 66751 ms, Roll: -3.10457 rad, Pitch: 0.292723 rad
Timestamp: 66761 ms, Roll: -3.1017 rad, Pitch: 0.275176 rad
Timestamp: 66771 ms, Roll: -3.09956 rad, Pitch: 0.2764 rad
Timestamp: 66781 ms, Roll: -3.10982 rad, Pitch: 0.277467 rad
Timestamp: 66791 ms, Roll: -3.11172 rad, Pitch: 0.283387 rad
Timestamp: 66801 ms, Roll: -3.11617 rad, Pitch: 0.281428 rad
Timestamp: 66811 ms, Roll: -3.10683 rad, Pitch: 0.277027 rad
Timestamp: 66821 ms, Roll: -3.10908 rad, Pitch: 0.256419 rad
Timestamp: 66831 ms, Roll: -3.09951 rad, Pitch: 0.251195 rad
Timestamp: 66841 ms, Roll: -3.10827 rad, Pitch: 0.240925 rad
Timestamp: 66851 ms, Roll: -3.12072 rad, Pitch: 0.225684 rad
Timestamp: 66861 ms, Roll: -3.11234 rad, Pitch: 0.221894 rad
Timestamp: 66871 ms, Roll: -3.11903 rad, Pitch: 0.213071 rad
Timestamp: 66881 ms, Roll: -3.10924 rad, Pitch: 0.203707 rad
Timestamp: 66891 ms, Roll: -3.1168 rad, Pitch: 0.197734 rad
Timestamp: 66901 ms, Roll: -3.11167 rad, Pitch: 0.194531 rad
Timestamp: 66911 ms, Roll: -3.10564 rad, Pitch: 0.192724 rad
Timestamp: 66921 ms, Roll: -3.10526 rad, Pitch: 0.193674 rad
Timestamp: 66931 ms, Roll: -3.11482 rad, Pitch: 0.188203 rad
Timestamp: 66941 ms, Roll: -3.11482 rad, Pitch: 0.185221 rad
Timestamp: 66951 ms, Roll: -3.11901 rad, Pitch: 0.176736 rad
Timestamp: 66961 ms, Roll: -3.12087 rad, Pitch: 0.16629 rad
Timestamp: 66971 ms, Roll: -3.11779 rad, Pitch: 0.161072 rad
Timestamp: 66981 ms, Roll: -3.12304 rad, Pitch: 0.148361 rad
Timestamp: 66991 ms, Roll: -3.1181 rad, Pitch: 0.141001 rad
Timestamp: 67001 ms, Roll: -3.10327 rad, Pitch: 0.133314 rad
Timestamp: 67011 ms, Roll: -3.11329 rad, Pitch: 0.122688 rad
Timestamp: 67021 ms, Roll: -3.11801 rad, Pitch: 0.117374 rad
Timestamp: 67031 ms, Roll: -3.12412 rad, Pitch: 0.117628 rad
Timestamp: 67041 ms, Roll: -3.12527 rad, Pitch: 0.111762 rad
Timestamp: 67051 ms, Roll: -3.11435 rad, Pitch: 0.11648 rad
Timestamp: 67061 ms, Roll: -3.11145 rad, Pitch: 0.119969 rad
Timestamp: 67071 ms, Roll: -3.11496 rad, Pitch: 0.118256 rad
Timestamp: 67081 ms, Roll: -3.12613 rad, Pitch: 0.11087 rad
Timestamp: 67091 ms, Roll: -3.13033 rad, Pitch: 0.104018 rad
Timestamp: 67101 ms, Roll: -3.12527 rad, Pitch: 0.0976347 rad
Timestamp: 67111 ms, Roll: -3.11855 rad, Pitch: 0.0769814 rad
Timestamp: 67121 ms, Roll: -3.10435 rad, Pitch: 0.0704227 rad
Timestamp: 67131 ms, Roll: -3.11452 rad, Pitch: 0.0680743 rad
Timestamp: 67141 ms, Roll: -3.13139 rad, Pitch: 0.0692731 rad
Timestamp: 67151 ms, Roll: -3.12409 rad, Pitch: 0.0883245 rad
Timestamp: 67161 ms, Roll: -3.1323 rad, Pitch: 0.0937288 rad
Timestamp: 67171 ms, Roll: -3.1231 rad, Pitch: 0.0881423 rad
Timestamp: 67181 ms, Roll: -3.12043 rad, Pitch: 0.0814543 rad
Timestamp: 67191 ms, Roll: -3.11163 rad, Pitch: 0.0697852 rad
Timestamp: 67201 ms, Roll: -3.11452 rad, Pitch: 0.0670762 rad
Timestamp: 67211 ms, Roll: -3.11753 rad, Pitch: 0.0630874 rad
Timestamp: 67221 ms, Roll: -3.11647 rad, Pitch: 0.0692141 rad
Timestamp: 67231 ms, Roll: -3.12115 rad, Pitch: 0.0785537 rad
Timestamp: 67241 ms, Roll: -3.12313 rad, Pitch: 0.0920313 rad
Timestamp: 67251 ms, Roll: -3.12821 rad, Pitch: 0.0985381 rad
Timestamp: 67261 ms, Roll: -3.12712 rad, Pitch: 0.0999654 rad
Timestamp: 67271 ms, Roll: -3.121 rad, Pitch: 0.0985261 rad
Timestamp: 67281 ms, Roll: -3.12127 rad, Pitch: 0.103268 rad
Timestamp: 67291 ms, Roll: -3.1251 rad, Pitch: 0.091484 rad
Timestamp: 67301 ms, Roll: -3.12826 rad, Pitch: 0.0747257 rad
Timestamp: 67311 ms, Roll: -3.12223 rad, Pitch: 0.068179 rad
Timestamp: 67321 ms, Roll: -3.11926 rad, Pitch: 0.0618346 rad
Timestamp: 67331 ms, Roll: -3.12145 rad, Pitch: 0.0603374 rad
Timestamp: 67341 ms, Roll: -3.1156 rad, Pitch: 0.0559227 rad
Timestamp: 67351 ms, Roll: -3.12047 rad, Pitch: 0.0572686 rad
Timestamp: 67361 ms, Roll: -3.12108 rad, Pitch: 0.0512264 rad
Timestamp: 67371 ms, Roll: -3.12716 rad, Pitch: 0.0566345 rad
Timestamp: 67381 ms, Roll: -3.12932 rad, Pitch: 0.0510764 rad
Timestamp: 67391 ms, Roll: -3.13049 rad, Pitch: 0.0433606 rad
Timestamp: 67401 ms, Roll: -3.12349 rad, Pitch: 0.0422215 rad
Timestamp: 67411 ms, Roll: -3.12543 rad, Pitch: 0.0413851 rad
Timestamp: 67421 ms, Roll: -3.12527 rad, Pitch: 0.0356944 rad
Timestamp: 67431 ms, Roll: -3.1324 rad, Pitch: 0.0285916 rad
Timestamp: 67441 ms, Roll: -3.12939 rad, Pitch: 0.0193247 rad
Timestamp: 67451 ms, Roll: -3.12732 rad, Pitch: 0.00407703 rad
Timestamp: 67461 ms, Roll: -3.13757 rad, Pitch: 0.00201205 rad
Timestamp: 67471 ms, Roll: -3.12137 rad, Pitch: -0 rad
Timestamp: 67481 ms, Roll: -3.1294 rad, Pitch: -0.0121936 rad
Timestamp: 67491 ms, Roll: -3.1264 rad, Pitch: -0.0141818 rad
Timestamp: 67501 ms, Roll: -3.13554 rad, Pitch: -0.0272105 rad
Timestamp: 67511 ms, Roll: -3.12542 rad, Pitch: -0.0283002 rad
Timestamp: 67521 ms, Roll: -3.13044 rad, Pitch: -0.034467 rad
Timestamp: 67531 ms, Roll: -3.12154 rad, Pitch: -0.0350839 rad
Timestamp: 67541 ms, Roll: -3.13146 rad, Pitch: -0.0364561 rad
Timestamp: 67551 ms, Roll: -3.13445 rad, Pitch: -0.0407926 rad
Timestamp: 67561 ms, Roll: -3.12829 rad, Pitch: -0.0358055 rad
Timestamp: 67571 ms, Roll: -3.13141 rad, Pitch: -0.0427416 rad
Timestamp: 67581 ms, Roll: -3.13044 rad, Pitch: -0.0476283 rad
Timestamp: 67591 ms, Roll: -3.13553 rad, Pitch: -0.0626065 rad
Timestamp: 67601 ms, Roll: -3.13452 rad, Pitch: -0.0836407 rad
Timestamp: 67611 ms, Roll: -3.12853 rad, Pitch: -0.0931887 rad
Timestamp: 67621 ms, Roll: -3.12854 rad, Pitch: -0.0980696 rad
Timestamp: 67631 ms, Roll: -3.12955 rad, Pitch: -0.102047 rad
Timestamp: 67641 ms, Roll: -3.13451 rad, Pitch: -0.107768 rad
Timestamp: 67651 ms, Roll: -3.13347 rad, Pitch: -0.113216 rad
Timestamp: 67661 ms, Roll: -3.13958 rad, Pitch: -0.121255 rad
Timestamp: 67671 ms, Roll: -3.13153 rad, Pitch: -0.117161 rad
Timestamp: 67681 ms, Roll: -3.12855 rad, Pitch: -0.120763 rad
Timestamp: 67691 ms, Roll: -3.13957 rad, Pitch: -0.120744 rad
Timestamp: 67701 ms, Roll: 3.14159 rad, Pitch: -0.125976 rad
Timestamp: 67711 ms, Roll: -3.13755 rad, Pitch: -0.131689 rad
Timestamp: 67721 ms, Roll: -3.13157 rad, Pitch: -0.142311 rad
Timestamp: 67731 ms, Roll: -3.13564 rad, Pitch: -0.143838 rad
Timestamp: 67741 ms, Roll: -3.12962 rad, Pitch: -0.138812 rad
Timestamp: 67751 ms, Roll: -3.13957 rad, Pitch: -0.134536 rad
Timestamp: 67761 ms, Roll: 3.14159 rad, Pitch: -0.131221 rad
Timestamp: 67771 ms, Roll: -3.14057 rad, Pitch: -0.125608 rad
Timestamp: 67781 ms, Roll: -3.13855 rad, Pitch: -0.119228 rad
Timestamp: 67791 ms, Roll: -3.13551 rad, Pitch: -0.11599 rad
Timestamp: 67801 ms, Roll: -3.13651 rad, Pitch: -0.116341 rad
Timestamp: 67811 ms, Roll: -3.13044 rad, Pitch: -0.120101 rad
Timestamp: 67821 ms, Roll: -3.13344 rad, Pitch: -0.121715 rad
Timestamp: 67831 ms, Roll: -3.13249 rad, Pitch: -0.116752 rad
Timestamp: 67841 ms, Roll: -3.13653 rad, Pitch: -0.110878 rad
Timestamp: 67851 ms, Roll: -3.13344 rad, Pitch: -0.114679 rad
Timestamp: 67861 ms, Roll: -3.13751 rad, Pitch: -0.11693 rad
Timestamp: 67871 ms, Roll: -3.1355 rad, Pitch: -0.114334 rad
Timestamp: 67881 ms, Roll: -3.13146 rad, Pitch: -0.112986 rad
Timestamp: 67891 ms, Roll: -3.12955 rad, Pitch: -0.113954 rad
Timestamp: 67901 ms, Roll: -3.13354 rad, Pitch: -0.113192 rad
Timestamp: 67911 ms, Roll: -3.13344 rad, Pitch: -0.117696 rad
Timestamp: 67921 ms, Roll: -3.13252 rad, Pitch: -0.115408 rad
Timestamp: 67931 ms, Roll: -3.13447 rad, Pitch: -0.113445 rad
Timestamp: 67941 ms, Roll: -3.13249 rad, Pitch: -0.106767 rad
Timestamp: 67951 ms, Roll: -3.13751 rad, Pitch: -0.114798 rad
Timestamp: 67961 ms, Roll: -3.13238 rad, Pitch: -0.113123 rad
Timestamp: 67971 ms, Roll: -3.13652 rad, Pitch: -0.11422 rad
Timestamp: 67981 ms, Roll: -3.13752 rad, Pitch: -0.117699 rad
Timestamp: 67991 ms, Roll: -3.13141 rad, Pitch: -0.116571 rad
Timestamp: 68001 ms, Roll: -3.13351 rad, Pitch: -0.12062 rad
Timestamp: 68011 ms, Roll: -3.13142 rad, Pitch: -0.113442 rad
Timestamp: 68021 ms, Roll: -3.13246 rad, Pitch: -0.109204 rad
Timestamp: 68031 ms, Roll: -3.13147 rad, Pitch: -0.109874 rad
Timestamp: 68041 ms, Roll: -3.12744 rad, Pitch: -0.111756 rad
Timestamp: 68051 ms, Roll: -3.13045 rad, Pitch: -0.103974 rad
Timestamp: 68061 ms, Roll: -3.13239 rad, Pitch: -0.104926 rad
Timestamp: 68071 ms, Roll: -3.13449 rad, Pitch: -0.110098 rad
Timestamp: 68081 ms, Roll: -3.13548 rad, Pitch: -0.111549 rad
Timestamp: 68091 ms, Roll: -3.1345 rad, Pitch: -0.119985 rad
Timestamp: 68101 ms, Roll: -3.13753 rad, Pitch: -0.117226 rad
Timestamp: 68111 ms, Roll: -3.13549 rad, Pitch: -0.122474 rad
Timestamp: 68121 ms, Roll: -3.14057 rad, Pitch: -0.116931 rad
Timestamp: 68131 ms, Roll: -3.13549 rad, Pitch: -0.112441 rad
Timestamp: 68141 ms, Roll: -3.13752 rad, Pitch: -0.109428 rad
Timestamp: 68151 ms, Roll: -3.13956 rad, Pitch: -0.114452 rad
Timestamp: 68161 ms, Roll: -3.13247 rad, Pitch: -0.114987 rad
Timestamp: 68171 ms, Roll: -3.13146 rad, Pitch: -0.110985 rad
Timestamp: 68181 ms, Roll: -3.13651 rad, Pitch: -0.110321 rad
Timestamp: 68191 ms, Roll: -3.13143 rad, Pitch: -0.108309 rad
Timestamp: 68201 ms, Roll: -3.13546 rad, Pitch: -0.110992 rad
Timestamp: 68211 ms, Roll: -3.13349 rad, Pitch: -0.111988 rad
Timestamp: 68221 ms, Roll: -3.13058 rad, Pitch: -0.111639 rad
Timestamp: 68231 ms, Roll: -3.13252 rad, Pitch: -0.116402 rad
Timestamp: 68241 ms, Roll: -3.13243 rad, Pitch: -0.115567 rad
Timestamp: 68251 ms, Roll: -3.12935 rad, Pitch: -0.110761 rad
Timestamp: 68261 ms, Roll: -3.1365 rad, Pitch: -0.112669 rad
Timestamp: 68271 ms, Roll: -3.13342 rad, Pitch: -0.116927 rad
Timestamp: 68281 ms, Roll: -3.13147 rad, Pitch: -0.113872 rad
Timestamp: 68291 ms, Roll: -3.13555 rad, Pitch: -0.111318 rad
Timestamp: 68301 ms, Roll: -3.12942 rad, Pitch: -0.111094 rad
Timestamp: 68311 ms, Roll: -3.13651 rad, Pitch: -0.109427 rad
Timestamp: 68321 ms, Roll: -3.1365 rad, Pitch: -0.11155 rad
Timestamp: 68331 ms, Roll: -3.13551 rad, Pitch: -0.108094 rad
Timestamp: 68341 ms, Roll: -3.13553 rad, Pitch: -0.110655 rad
Timestamp: 68351 ms, Roll: -3.13343 rad, Pitch: -0.114795 rad
Timestamp: 68361 ms, Roll: -3.13154 rad, Pitch: -0.112085 rad
Timestamp: 68371 ms, Roll: -3.13043 rad, Pitch: -0.114214 rad
Timestamp: 68381 ms, Roll: -3.13752 rad, Pitch: -0.115455 rad
Timestamp: 68391 ms, Roll: -3.14058 rad, Pitch: -0.115456 rad
Timestamp: 68401 ms, Roll: -3.13241 rad, Pitch: -0.113787 rad
Timestamp: 68411 ms, Roll: -3.13448 rad, Pitch: -0.109316 rad
Timestamp: 68421 ms, Roll: -3.13345 rad, Pitch: -0.113444 rad
Timestamp: 68431 ms, Roll: -3.13651 rad, Pitch: -0.119468 rad
Timestamp: 68441 ms, Roll: -3.13247 rad, Pitch: -0.119104 rad
Timestamp: 68451 ms, Roll: -3.1335 rad, Pitch: -0.112875 rad
Timestamp: 68461 ms, Roll: -3.1294 rad, Pitch: -0.111318 rad
Timestamp: 68471 ms, Roll: -3.13753 rad, Pitch: -0.113218 rad
Timestamp: 68481 ms, Roll: -3.13955 rad, Pitch: -0.115806 rad
Timestamp: 68491 ms, Roll: -3.13344 rad, Pitch: -0.11166 rad
Timestamp: 68501 ms, Roll: -3.13347 rad, Pitch: -0.111211 rad
Timestamp: 68511 ms, Roll: -3.13449 rad, Pitch: -0.113103 rad
Timestamp: 68521 ms, Roll: -3.13351 rad, Pitch: -0.112649 rad
Timestamp: 68531 ms, Roll: -3.13049 rad, Pitch: -0.111536 rad
Timestamp: 68541 ms, Roll: -3.13043 rad, Pitch: -0.111207 rad
Timestamp: 68551 ms, Roll: -3.13346 rad, Pitch: -0.112326 rad
Timestamp: 68561 ms, Roll: -3.13549 rad, Pitch: -0.113446 rad
Timestamp: 68571 ms, Roll: -3.13043 rad, Pitch: -0.114214 rad
Timestamp: 68581 ms, Roll: -3.12948 rad, Pitch: -0.112531 rad
Timestamp: 68591 ms, Roll: -3.1335 rad, Pitch: -0.113874 rad
Timestamp: 68601 ms, Roll: -3.12834 rad, Pitch: -0.108633 rad
Timestamp: 68611 ms, Roll: -3.13648 rad, Pitch: -0.106951 rad
Timestamp: 68621 ms, Roll: -3.1375 rad, Pitch: -0.118057 rad
Timestamp: 68631 ms, Roll: -3.13752 rad, Pitch: -0.116576 rad
Timestamp: 68641 ms, Roll: -3.13247 rad, Pitch: -0.111987 rad
Timestamp: 68651 ms, Roll: -3.12845 rad, Pitch: -0.113754 rad
Timestamp: 68661 ms, Roll: -3.12848 rad, Pitch: -0.116513 rad
Timestamp: 68671 ms, Roll: -3.13147 rad, Pitch: -0.110874 rad
Timestamp: 68681 ms, Roll: -3.13957 rad, Pitch: -0.112992 rad
Timestamp: 68691 ms, Roll: -3.13649 rad, Pitch: -0.113906 rad
Timestamp: 68701 ms, Roll: -3.13754 rad, Pitch: -0.11099 rad
Timestamp: 68711 ms, Roll: -3.13443 rad, Pitch: -0.112115 rad
Timestamp: 68721 ms, Roll: -3.13551 rad, Pitch: -0.110989 rad
Timestamp: 68731 ms, Roll: -3.13346 rad, Pitch: -0.111323 rad
Timestamp: 68741 ms, Roll: -3.12946 rad, Pitch: -0.117745 rad
Timestamp: 68751 ms, Roll: -3.13752 rad, Pitch: -0.117699 rad
Timestamp: 68761 ms, Roll: -3.13247 rad, Pitch: -0.112987 rad
Timestamp: 68771 ms, Roll: -3.13351 rad, Pitch: -0.110654 rad
Timestamp: 68781 ms, Roll: -3.1355 rad, Pitch: -0.108312 rad
Timestamp: 68791 ms, Roll: -3.13551 rad, Pitch: -0.114105 rad
Timestamp: 68801 ms, Roll: -3.13753 rad, Pitch: -0.115222 rad
Timestamp: 68811 ms, Roll: -3.13345 rad, Pitch: -0.111435 rad
Timestamp: 68821 ms, Roll: -3.13446 rad, Pitch: -0.107524 rad
Timestamp: 68831 ms, Roll: -3.13052 rad, Pitch: -0.11529 rad
Timestamp: 68841 ms, Roll: -3.13254 rad, Pitch: -0.11617 rad
Timestamp: 68851 ms, Roll: -3.13452 rad, Pitch: -0.11564 rad
Timestamp: 68861 ms, Roll: -3.12837 rad, Pitch: -0.113438 rad
Timestamp: 68871 ms, Roll: -3.13442 rad, Pitch: -0.106154 rad
Timestamp: 68881 ms, Roll: -3.13546 rad, Pitch: -0.110879 rad
Timestamp: 68891 ms, Roll: -3.13854 rad, Pitch: -0.1053 rad
Timestamp: 68901 ms, Roll: -3.13247 rad, Pitch: -0.112987 rad
Timestamp: 68911 ms, Roll: -3.13039 rad, Pitch: -0.118578 rad
Timestamp: 68921 ms, Roll: -3.13556 rad, Pitch: -0.116173 rad
Timestamp: 68931 ms, Roll: -3.13044 rad, Pitch: -0.1151 rad
Timestamp: 68941 ms, Roll: -3.1284 rad, Pitch: -0.112207 rad
Timestamp: 68951 ms, Roll: -3.13038 rad, Pitch: -0.115682 rad
Timestamp: 68961 ms, Roll: -3.13145 rad, Pitch: -0.115102 rad
Timestamp: 68971 ms, Roll: -3.13956 rad, Pitch: -0.115456 rad
Timestamp: 68981 ms, Roll: -3.12947 rad, Pitch: -0.113641 rad
Timestamp: 68991 ms, Roll: -3.13554 rad, Pitch: -0.108442 rad
Timestamp: 69001 ms, Roll: -3.12948 rad, Pitch: -0.110538 rad
Timestamp: 69011 ms, Roll: -3.13548 rad, Pitch: -0.108531 rad
Timestamp: 69021 ms, Roll: -3.13239 rad, Pitch: -0.110989 rad
Timestamp: 69031 ms, Roll: -3.13347 rad, Pitch: -0.114218 rad
Timestamp: 69041 ms, Roll: -3.13052 rad, Pitch: -0.11827 rad
Timestamp: 69051 ms, Roll: -3.12345 rad, Pitch: -0.114399 rad
Timestamp: 69061 ms, Roll: -3.12652 rad, Pitch: -0.10612 rad
Timestamp: 69071 ms, Roll: -3.12845 rad, Pitch: -0.100761 rad
Timestamp: 69081 ms, Roll: -3.12749 rad, Pitch: -0.10235 rad
Timestamp: 69091 ms, Roll: 3.14159 rad, Pitch: -0.110544 rad
Timestamp: 69101 ms, Roll: -3.13343 rad, Pitch: -0.112781 rad
Timestamp: 69111 ms, Roll: -3.13343 rad, Pitch: -0.119827 rad
Timestamp: 69121 ms, Roll: -3.13242 rad, Pitch: -0.113672 rad
Timestamp: 69131 ms, Roll: -3.13446 rad, Pitch: -0.116574 rad
Timestamp: 69141 ms, Roll: -3.13345 rad, Pitch: -0.112553 rad
Timestamp: 69151 ms, Roll: -3.13752 rad, Pitch: -0.113447 rad
Timestamp: 69161 ms, Roll: -3.13956 rad, Pitch: -0.114106 rad
Timestamp: 69171 ms, Roll: -3.13853 rad, Pitch: -0.115689 rad
Timestamp: 69181 ms, Roll: -3.13956 rad, Pitch: -0.112104 rad
Timestamp: 69191 ms, Roll: -3.13244 rad, Pitch: -0.112439 rad
Timestamp: 69201 ms, Roll: 3.14159 rad, Pitch: -0.114683 rad
Timestamp: 69211 ms, Roll: -3.13345 rad, Pitch: -0.116456 rad
Timestamp: 69221 ms, Roll: -3.13351 rad, Pitch: -0.117632 rad
Timestamp: 69231 ms, Roll: -3.12953 rad, Pitch: -0.114067 rad
Timestamp: 69241 ms, Roll: -3.13247 rad, Pitch: -0.112099 rad
Timestamp: 69251 ms, Roll: -3.13249 rad, Pitch: -0.119743 rad
Timestamp: 69261 ms, Roll: -3.13143 rad, Pitch: -0.112324 rad
Timestamp: 69271 ms, Roll: -3.13551 rad, Pitch: -0.117107 rad
Timestamp: 69281 ms, Roll: -3.13041 rad, Pitch: -0.109312 rad
Timestamp: 69291 ms, Roll: -3.1314 rad, Pitch: -0.108637 rad
Timestamp: 69301 ms, Roll: -3.13447 rad, Pitch: -0.10641 rad
Timestamp: 69311 ms, Roll: -3.13446 rad, Pitch: -0.109647 rad
Timestamp: 69321 ms, Roll: -3.13551 rad, Pitch: -0.11399 rad
Timestamp: 69331 ms, Roll: -3.13249 rad, Pitch: -0.108766 rad
Timestamp: 69341 ms, Roll: -3.13249 rad, Pitch: -0.116752 rad
Timestamp: 69351 ms, Roll: -3.13553 rad, Pitch: -0.115757 rad
Timestamp: 69361 ms, Roll: -3.13548 rad, Pitch: -0.11557 rad
Timestamp: 69371 ms, Roll: -3.13551 rad, Pitch: -0.109988 rad
Timestamp: 69381 ms, Roll: -3.13346 rad, Pitch: -0.112326 rad
Timestamp: 69391 ms, Roll: -3.12936 rad, Pitch: -0.104604 rad
Timestamp: 69401 ms, Roll: -3.13245 rad, Pitch: -0.106301 rad
Timestamp: 69411 ms, Roll: -3.12834 rad, Pitch: -0.106618 rad
Timestamp: 69421 ms, Roll: -3.13345 rad, Pitch: -0.10842 rad
Timestamp: 69431 ms, Roll: -3.13145 rad, Pitch: -0.117103 rad
Timestamp: 69441 ms, Roll: -3.12946 rad, Pitch: -0.117745 rad
Timestamp: 69451 ms, Roll: -3.13249 rad, Pitch: -0.114757 rad
Timestamp: 69461 ms, Roll: -3.12635 rad, Pitch: -0.111314 rad
Timestamp: 69471 ms, Roll: -3.12941 rad, Pitch: -0.1092 rad
Timestamp: 69481 ms, Roll: -3.13046 rad, Pitch: -0.10487 rad
Timestamp: 69491 ms, Roll: -3.13348 rad, Pitch: -0.10709 rad
Timestamp: 69501 ms, Roll: -3.13244 rad, Pitch: -0.109424 rad
Timestamp: 69511 ms, Roll: -3.13446 rad, Pitch: -0.110543 rad
Timestamp: 69521 ms, Roll: -3.13652 rad, Pitch: -0.108095 rad
Timestamp: 69531 ms, Roll: -3.13043 rad, Pitch: -0.11221 rad
Timestamp: 69541 ms, Roll: -3.13251 rad, Pitch: -0.111539 rad
Timestamp: 69551 ms, Roll: -3.13035 rad, Pitch: -0.116033 rad
Timestamp: 69561 ms, Roll: -3.13749 rad, Pitch: -0.110431 rad
Timestamp: 69571 ms, Roll: -3.13751 rad, Pitch: -0.110768 rad
Timestamp: 69581 ms, Roll: -3.13551 rad, Pitch: -0.110989 rad
Timestamp: 69591 ms, Roll: -3.13657 rad, Pitch: -0.114951 rad
Timestamp: 69601 ms, Roll: -3.13144 rad, Pitch: -0.112211 rad
Timestamp: 69611 ms, Roll: -3.1345 rad, Pitch: -0.112989 rad
Timestamp: 69621 ms, Roll: -3.13652 rad, Pitch: -0.115106 rad
Timestamp: 69631 ms, Roll: -3.1365 rad, Pitch: -0.119709 rad
Timestamp: 69641 ms, Roll: -3.13247 rad, Pitch: -0.120104 rad
Timestamp: 69651 ms, Roll: -3.12845 rad, Pitch: -0.111757 rad
Timestamp: 69661 ms, Roll: -3.13254 rad, Pitch: -0.101258 rad
Timestamp: 69671 ms, Roll: -3.12747 rad, Pitch: -0.0975605 rad
Timestamp: 69681 ms, Roll: -3.13345 rad, Pitch: -0.10148 rad
Timestamp: 69691 ms, Roll: -3.12942 rad, Pitch: -0.113097 rad
Timestamp: 69701 ms, Roll: -3.12834 rad, Pitch: -0.11769 rad
Timestamp: 69711 ms, Roll: -3.13249 rad, Pitch: -0.107766 rad
Timestamp: 69721 ms, Roll: -3.1314 rad, Pitch: -0.108637 rad
